0.0,0.0,0.0,1.496237,1.545364,1.5992845,1.6586359,1.7241784,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.7241784,1.6586359,1.5992845,1.545364
1.677143582650606e-06,4.911942178326525e-06,0.00170099845632481,1.4962324,1.5453596,1.5992801,1.6586314,1.7241741,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.72418,1.6586375,1.5992863,1.545366
0.000303017735436248,-5.17609528199599e-05,0.0019245883565815773,1.4933988,1.5422667,1.5958962,1.6549187,1.7200872,1.7923063,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.7277175,1.6618109,1.6021417,1.547942
0.0008211277721391465,-9.465239351473276e-05,0.0018094420974691322,1.4929646,1.5417981,1.5953892,1.6543689,1.7194889,1.7916532,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.7279671,1.6620193,1.602315,1.5480849
0.0015312930096936831,-0.00018859092056894503,0.0013660394494230922,1.4930271,1.5418687,1.5954702,1.6544623,1.7195979,1.7917813,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.7275201,1.6615956,1.6019119,1.5477003
0.0023074336854427002,-0.0003390225772924732,0.000609620882685052,1.4938639,1.5427744,1.5964535,1.6555339,1.7207702,1.7930692,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.7262777,1.6604565,1.6008635,1.546732
0.0032541789900617526,-0.0005198396435628413,-0.00016579532091298086,1.4951147,1.5441375,1.5979439,1.6571691,1.7225714,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.7241969,1.6585492,1.5991083,1.5451115
0.004248759649776472,-0.0007890004687452683,-0.0015082790439021768,1.4966655,1.5458155,1.599765,1.6591524,1.7247393,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.7219582,1.6564969,1.5972202,1.5433683
0.005380801066892824,-0.001156742794371566,-0.003690278109086315,1.4990723,1.5484287,1.6026114,1.662264,1.7281538,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.7905298,1.718322,1.6531665,1.5941583,1.5405438
0.006564852418225888,-0.0016059350810410005,-0.005779732084322487,1.5030135,1.5527097,1.6072761,1.6673635,1.7337502,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.7844647,1.7128137,1.6481433,1.5895603,1.5363209
